Incident ID,Date,Display Date,Town/City,Location Name,Location Type,Lat,Lon,Display Latitude,Display Longitude,Category,Incident Type,Incident Tags,Verification,Media Link,Source Merged,Display Sources,Display Visual Evidence
31017-53720,10/17/2023,17-Oct-23,Rafah,,Residential Building,31.28982224,34.24731843,31.28982,34.24732,Infrastructure,"airstrike, family_journalist",Targeting journalist's family | Airstrike,CONFIRMED,,"https://airwars.org/civilian-casualties/ispt0289-october-17-2023/, https://t.me/AjaNews/214652","{'url': 'https://airwars.org/civilian-casualties/ispt0289-october-17-2023/', 'text': 'airwars.org'} | {'url': 'https://t.me/AjaNews/214652', 'text': 'AjaNews'}",
31017-84865,10/17/2023,17-Oct-23,Jabalia,,Residential Building,31.5359119,34.4743882,31.53591,34.47439,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,"Can see some damage to building on Planet Satellite from 20231111, https://airwars.org/civilian-casualties/ispt0287-october-17-2023/, https://t.me/AlarabyTelevision/28060,  https://t.me/AjaNews/214493,","{'url': 'Can see some damage to building on Planet Satellite from 20231111'} | {'url': 'https://airwars.org/civilian-casualties/ispt0287-october-17-2023/', 'text': 'airwars.org'} | {'url': 'https://t.me/AlarabyTelevision/28060', 'text': 'AlarabyTelevision'} | {'url': 'https://t.me/AjaNews/214493', 'text': 'AjaNews'} | {'url': ''}",
31017-96038,10/17/2023,17-Oct-23,Deir al-Balah,,Residential Building,31.418995,34.349442,31.41899,34.34944,Infrastructure,"airstrike, family_journalist",Targeting journalist's family | Airstrike,CONFIRMED,https://x.com/ShehabAgency/status/1714241797004661170,"https://airwars.org/civilian-casualties/ispt0282-october-17-2023/,https://t.me/ShehabTelegram/406405","{'url': 'https://airwars.org/civilian-casualties/ispt0282-october-17-2023/', 'text': 'airwars.org'} | {'url': 'https://t.me/ShehabTelegram/406405', 'text': 'ShehabTelegram'}",https://x.com/ShehabAgency/status/1714241797004661170
31018-17164,10/18/2023,18-Oct-23,Jabalia,,Residential Building,31.5477294,34.4713937,31.54773,34.47139,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0343-october-18-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0343-october-18-2023/', 'text': 'airwars.org'}",
31019-21165,10/19/2023,19-Oct-23,regional zone 2,,Residential Building,31.278118,34.306429,31.27812,34.30643,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0383-october-19-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0383-october-19-2023/', 'text': 'airwars.org'}",
31020-66271,10/20/2023,20-Oct-23,Khan Younis,,Residential Building,31.352796,34.301016,31.3528,34.30102,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0393-october-20-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0393-october-20-2023/', 'text': 'airwars.org'}",
31020-50776,10/20/2023,20-Oct-23,Gaza City,,Residential Building,31.516474,34.458969,31.51647,34.45897,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0396-october-20-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0396-october-20-2023/', 'text': 'airwars.org'}",
31020-54610,10/20/2023,20-Oct-23,Al-Fukhari,,Residential Building,31.303534,34.3207,31.30353,34.3207,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0405-october-20-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0405-october-20-2023/', 'text': 'airwars.org'}",
31021-36086,10/21/2023,21-Oct-23,Al-Nuseirat,,Residential Building,31.45025,34.3874,31.45025,34.3874,Infrastructure,"airstrike, family_journalist",Targeting journalist's family | Airstrike,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0433-october-21-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0433-october-21-2023/', 'text': 'airwars.org'}",
31021-97525,10/21/2023,21-Oct-23,Jabalia,,Residential Building,31.54550875,34.47849813,31.54551,34.4785,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,"https://airwars.org/civilian-casualties/ispt0420-october-21-2023/, https://airwars.org/civilian-casualties/ispt0420-october-21-2023/, https://t.me/ShehabTelegram/406116","{'url': 'https://airwars.org/civilian-casualties/ispt0420-october-21-2023/', 'text': 'airwars.org'} | {'url': 'https://airwars.org/civilian-casualties/ispt0420-october-21-2023/', 'text': 'airwars.org'} | {'url': 'https://t.me/ShehabTelegram/406116', 'text': 'ShehabTelegram'}",
31021-95436,10/21/2023,21-Oct-23,Rafah,,Residential Building,31.26836717,34.26014712,31.26837,34.26015,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0422a-october-21-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0422a-october-21-2023/', 'text': 'airwars.org'}",
31022-73460,10/22/2023,22-Oct-23,Deir al-Balah,Al-Naouq family home ,Residential Building,31.418995,34.349442,31.41899,34.34944,Infrastructure,"airstrike, family_journalist",Targeting journalist's family | Airstrike,MOST LIKELY,,https://airwars.org/civilian-casualties/ispt0454-october-22-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0454-october-22-2023/', 'text': 'airwars.org'}",
31022-94393,10/22/2023,22-Oct-23,Gaza City,,Residential Building,31.509064,34.436917,31.50906,34.43692,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://t.me/AlarabyTelevision/28647,"{'url': 'https://t.me/AlarabyTelevision/28647', 'text': 'AlarabyTelevision'}",
31023-99853,10/23/2023,23-Oct-23,Gaza City,,Residential Building,31.531545,34.464841,31.53155,34.46484,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,"https://t.me/AlarabyTelevision/29068, https://t.me/ShehabTelegram/407318","{'url': 'https://t.me/AlarabyTelevision/29068', 'text': 'AlarabyTelevision'} | {'url': 'https://t.me/ShehabTelegram/407318', 'text': 'ShehabTelegram'}",
31024-92283,10/24/2023,24-Oct-23,Rafah,Abu Ratima family home,Residential Building,31.310318,34.241843,31.31032,34.24184,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,MOST LIKELY,,https://airwars.org/civilian-casualties/ispt0537-october-24-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0537-october-24-2023/', 'text': 'airwars.org'}",
31024-73319,10/24/2023,24-Oct-23,Khan Younis,Al-Faqawi family home,Residential Building,31.330061,34.316744,31.33006,34.31674,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,"https://airwars.org/civilian-casualties/ispt0562-october-24-2023/, https://airwars.org/civilian-casualties/ispt0562-october-24-2023/","{'url': 'https://airwars.org/civilian-casualties/ispt0562-october-24-2023/', 'text': 'airwars.org'} | {'url': 'https://airwars.org/civilian-casualties/ispt0562-october-24-2023/', 'text': 'airwars.org'}",
31025-65797,10/25/2023,25-Oct-23,Gaza City,Baroud family home,Residential Building,31.533701,34.448318,31.5337,34.44832,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0594-october-25-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0594-october-25-2023/', 'text': 'airwars.org'}",
31025-71780,10/25/2023,25-Oct-23,Al-Nuseirat,Al-Dahdouh family home,Residential Building,31.450065,34.392934,31.45006,34.39293,Infrastructure,"airstrike, family_journalist",Targeting journalist's family | Airstrike,CONFIRMED,,https://airwars.org/civilian-casualties/ispt0586-october-25-2023/,"{'url': 'https://airwars.org/civilian-casualties/ispt0586-october-25-2023/', 'text': 'airwars.org'}",
31027-82349,10/27/2023,27-Oct-23,Khan Younis,"Abu Namous family home, western Khan Younis",Residential Building,31.34993188,34.29015135,31.34993,34.29015,Infrastructure,"airstrike, journalist",Airstrike | Attack on journalists,MOST LIKELY,,"https://t.me/ShehabTelegram/409226, https://t.me/ShehabTelegram/409367 https://t.me/ShehabTelegram/409392","{'url': 'https://t.me/ShehabTelegram/409226', 'text': 'ShehabTelegram'} | {'url': 'https://t.me/ShehabTelegram/409367 https://t.me/ShehabTelegram/409392', 'text': 'ShehabTelegram'}",
